run_name,dimension,group,small_group_caution,count,mae,rmse,pearson,mean_error,median_absolute_error,absolute_error_p90,absolute_error_p95,mean_label,mean_prediction,threshold,threshold_accuracy,threshold_balanced_accuracy,threshold_precision,threshold_recall,threshold_specificity,threshold_f1,true_positive,true_negative,false_positive,false_negative,soft_brier_score,soft_expected_calibration_error
fi_v2_mag_bert_arl_bce,label_range,middle_0.33_to_0.67,False,1494,0.08593845122071155,0.10879371729858431,0.37613037764326773,0.00837908409924871,0.07184578478336334,0.18294370770454407,0.22058624327182763,0.5062993398831391,0.5146784239823878,0.5,0.6251673360107095,0.62056542217613,0.6383720930232558,0.6879699248120301,0.5531609195402298,0.6622436670687575,549,385,311,249,0.011836072923644284,0.05867589886488521
fi_v2_mag_bert_arl_mse,visual_quality,good,False,1991,0.09822614415394847,0.12402876628054635,0.5625433063097427,-0.004946205123233651,0.08261305093765259,0.20471304655075073,0.24125544726848602,0.5055412902327892,0.5005950851095555,0.5,0.6921145153189352,0.691040831206708,0.7096774193548387,0.7090047393364929,0.6730769230769231,0.7093409198672357,748,630,306,307,0.015383134865074392,0.0258772821656308
fi_v2_mag_bert_arl_mse,visual_quality,low_quality,True,8,0.11568871513009071,0.1345395322867824,0.1047599318601284,0.043079134076833725,0.12232130765914917,0.18422508686780928,0.2149620376527309,0.3224298991262913,0.365509033203125,0.5,0.875,0.5,0.0,0.0,1.0,0.0,0,7,0,1,0.01810088574794616,0.054263968020677567
fi_v2_mag_bert_arl_mse,answer_length,long_61_plus_words,False,169,0.08977022176310862,0.11715310648521969,0.3766963542794123,0.012869855620451932,0.07028055191040039,0.18276458978652954,0.21405611634254454,0.552894983506767,0.565764839127219,0.5,0.6627218934911243,0.5749837345478204,0.7286821705426356,0.8103448275862069,0.33962264150943394,0.7673469387755102,94,18,35,22,0.013724850359137225,0.044301687172178666
fi_v2_mag_bert_arl_mse,answer_length,medium_31_60_words,False,1664,0.0987620788845771,0.12408029354418929,0.5460666181507231,-0.004434381081060005,0.08375963568687439,0.20774312913417822,0.24282921999692902,0.5106993611037839,0.5062649800227239,0.5,0.6838942307692307,0.6810129827750973,0.7094298245614035,0.7125550660792952,0.6494708994708994,0.7109890109890109,647,491,265,261,0.015395919246012182,0.02301079461736103
fi_v2_mag_bert_arl_mse,answer_length,short_1_30_words,False,166,0.10230419270873788,0.1306683299331533,0.4291336952548173,-0.025900342221181077,0.08507844805717468,0.21088387072086334,0.24765954911708832,0.39680216239249133,0.37090182017131024,0.5,0.8132530120481928,0.5869869402985075,0.5384615384615384,0.21875,0.9552238805970149,0.3111111111111111,7,128,6,25,0.017074212447519405,0.032530652673309096
fi_v2_mag_bert_arl_mse,transcript_confidence,high_0.85_plus,False,677,0.09724861758168198,0.12233692520028054,0.5459480751248321,-0.004550826640873928,0.08158862590789795,0.19669704437255858,0.23806540444493277,0.5371692041911879,0.5326183775503139,0.5,0.6868537666174298,0.6584013246748441,0.7325842696629213,0.7780429594272077,0.5387596899224806,0.7546296296296298,326,139,119,93,0.014966323267459038,0.024364466543695933
fi_v2_mag_bert_arl_mse,transcript_confidence,low_below_0.75,False,195,0.09822577175039511,0.12536630084122807,0.5410415738417683,-0.0020544306016885318,0.08113911747932434,0.19937072992324828,0.24812263473868354,0.43537023589015006,0.43331580528846153,0.5,0.7333333333333333,0.6759561567164178,0.6470588235294118,0.4925373134328358,0.859375,0.5593220338983051,33,110,18,34,0.0157167093866133,0.026668675148334257
fi_v2_mag_bert_arl_mse,transcript_confidence,medium_0.75_to_0.85,False,1127,0.09893737634199323,0.12488031331223205,0.5399227285520105,-0.00534315680970951,0.08380641043186188,0.2108923316001892,0.24560248255729678,0.497383674188536,0.49204051737882654,0.5,0.6894409937888198,0.6895225046458155,0.6971326164874552,0.6824561403508772,0.696588868940754,0.6897163120567376,389,388,169,181,0.015595092652961242,0.02615962752009666
fi_v2_mag_bert_arl_mse,label_range,high_0.67_to_1.0,False,258,0.14430844899295836,0.16557308350455993,0.22857604134091303,-0.14118932869083198,0.1433424949645996,0.24381229877471933,0.29174187183380124,0.7329928276612777,0.5918034989704457,0.5,0.8875968992248062,0.4437984496124031,1.0,0.8875968992248062,0.0,0.9404517453798769,229,0,0,29,0.02741444598120797,0.14118932869083198
fi_v2_mag_bert_arl_mse,label_range,low_0_to_0.33,False,247,0.12907320224804433,0.15874875580156028,0.18897703576822522,0.12212402123188683,0.11630676686763763,0.24790541529655458,0.28995829820632923,0.25744447256872044,0.3795684938006073,0.5,0.8825910931174089,0.44129554655870445,0.0,0.0,0.8825910931174089,0.0,0,218,29,0,0.025201167468543416,0.12350888592511537
fi_v2_mag_bert_arl_mse,label_range,middle_0.33_to_0.67,False,1494,0.08526178175107223,0.10815172660130724,0.3854819917566015,-0.0021693760172589874,0.0710449069738388,0.18200593888759614,0.21711493581533428,0.5062993398831391,0.5041299638658802,0.5,0.6278447121820616,0.6261937170512488,0.6520100502512562,0.650375939849624,0.6020114942528736,0.6511919698870765,519,419,277,279,0.01169679596684391,0.05774044270416499
fi_v2_mag_bert_arl_mse_bce,visual_quality,good,False,1991,0.0979222408016383,0.12365617693969527,0.5634286203094832,-0.0019881919153607232,0.08109116554260254,0.20376616716384888,0.24370825290679932,0.5055412902327892,0.5035530983174284,0.5,0.694123556002009,0.6926955482642686,0.7091932457786116,0.7165876777251184,0.6688034188034188,0.712871287128713,756,626,310,299,0.015290850095341224,0.02486788783463805
fi_v2_mag_bert_arl_mse_bce,visual_quality,low_quality,True,8,0.12286034598946571,0.14452536080617104,0.018114497310504594,0.045673128217458725,0.12842482328414917,0.19980125874280927,0.2327598892152309,0.3224298991262913,0.36810302734375,0.5,0.75,0.42857142857142855,0.0,0.0,0.8571428571428571,0.0,0,6,1,1,0.02088757991615392,0.05643071606755257
fi_v2_mag_bert_arl_mse_bce,answer_length,long_61_plus_words,False,169,0.08850885310469295,0.11496142250835792,0.39354895854964456,0.014391039514682702,0.06806275248527527,0.1858051419258118,0.2033066213130951,0.552894983506767,0.5672860230214497,0.5,0.6982248520710059,0.6162166558230319,0.751937984496124,0.8362068965517241,0.39622641509433965,0.7918367346938775,97,21,32,19,0.013216128665145183,0.03558727331768126
fi_v2_mag_bert_arl_mse_bce,answer_length,medium_31_60_words,False,1664,0.09848557103899881,0.12374959008602879,0.5472931813168966,-0.0015278752029049569,0.08281385898590088,0.20768630504608154,0.24238522648811336,0.5106993611037839,0.5091714859008789,0.5,0.6844951923076923,0.6810100692259282,0.7074756229685807,0.7191629955947136,0.6428571428571429,0.7132714363735664,653,486,270,255,0.015313961046460156,0.022427617525234117
fi_v2_mag_bert_arl_mse_bce,answer_length,short_1_30_words,False,166,0.10306070976138833,0.13206484016815687,0.41073573507990185,-0.020980761554765415,0.08476586639881134,0.20676885545253754,0.2606686092913151,0.39680216239249133,0.3758214008377259,0.5,0.7891566265060241,0.5601679104477613,0.4,0.1875,0.9328358208955224,0.25531914893617025,6,125,9,26,0.017441122008640817,0.0369855657623834
fi_v2_mag_bert_arl_mse_bce,transcript_confidence,high_0.85_plus,False,677,0.09657931640920293,0.12184985743227483,0.5494196172504171,-0.0005737145540016969,0.07958528399467468,0.19329732060432425,0.23815393447875977,0.5371692041911879,0.5365954896371861,0.5,0.6942392909896603,0.6643679117870159,0.7355555555555555,0.7899761336515513,0.5387596899224806,0.7617951668584579,331,139,119,88,0.014847387756265701,0.02319701933240084
fi_v2_mag_bert_arl_mse_bce,transcript_confidence,low_below_0.75,False,195,0.09887495894844715,0.12684340558702142,0.5239238294028452,0.0006943424351704427,0.08473962545394897,0.20112988650798796,0.25187236070632923,0.43537023589015006,0.43606457832532053,0.5,0.7333333333333333,0.6759561567164178,0.6470588235294118,0.4925373134328358,0.859375,0.5593220338983051,33,110,18,34,0.01608924954091362,0.02902334838723527
fi_v2_mag_bert_arl_mse_bce,transcript_confidence,medium_0.75_to_0.85,False,1127,0.09874112688553682,0.12433353120170637,0.541268381863934,-0.002963706388236573,0.08138322830200195,0.20792113542556762,0.24516280293464662,0.497383674188536,0.49441996780029945,0.5,0.6876663708961845,0.6876657532520709,0.6925795053003534,0.6877192982456141,0.6876122082585279,0.6901408450704226,392,383,174,178,0.01545882698108569,0.025750745580380433
fi_v2_mag_bert_arl_mse_bce,label_range,high_0.67_to_1.0,False,258,0.14100054091261338,0.16273996529100432,0.2264331695554831,-0.13818299238995987,0.13012921810150146,0.24393095374107363,0.2893545597791671,0.7329928276612777,0.5948098352713178,0.5,0.8992248062015504,0.4496124031007752,1.0,0.8992248062015504,0.0,0.9469387755102041,232,0,0,26,0.026484296302917286,0.13818299238995985
fi_v2_mag_bert_arl_mse_bce,label_range,low_0_to_0.33,False,247,0.13305124242296104,0.16131107329605188,0.2119974419244126,0.12631543143558116,0.12420597672462463,0.25708829164505004,0.29131407290697087,0.25744447256872044,0.3837599040043016,0.5,0.8866396761133604,0.4433198380566802,0.0,0.0,0.8866396761133604,0.0,0,219,28,0,0.026021262367924222,0.1277326924598169
fi_v2_mag_bert_arl_mse_bce,label_range,middle_0.33_to_0.67,False,1494,0.08480874683403745,0.1077672355603675,0.38501310705071595,0.0005744279747507179,0.06967361271381378,0.18274677395820618,0.21821505278348907,0.5062993398831391,0.5068737678578898,0.5,0.6271753681392236,0.6250162043038631,0.6493184634448576,0.656641604010025,0.5933908045977011,0.6529595015576325,524,413,283,274,0.01161377706032374,0.058197807336108937
fi_v2_mag_bert_text_audio,visual_quality,good,False,1991,0.10471504034557755,0.13222050494578796,0.4604274963914141,0.008434381049700804,0.08856141567230225,0.21839404106140137,0.26177921891212463,0.5055412902327892,0.51397567128249,0.5,0.6569563033651431,0.6516592741118807,0.6563025210084034,0.7402843601895734,0.563034188034188,0.6957683741648106,781,527,409,274,0.01748226192811914,0.0267392566894419
fi_v2_mag_bert_text_audio,visual_quality,low_quality,True,8,0.1344112493097782,0.15084776766300578,0.4262161304776045,0.09723257645964622,0.1327018216252327,0.21033696979284286,0.2165787525475025,0.3224298991262913,0.4196624755859375,0.5,0.625,0.35714285714285715,0.0,0.0,0.7142857142857143,0.0,0,5,2,1,0.022755049008912176,0.11217107251286507
fi_v2_mag_bert_text_audio,answer_length,long_61_plus_words,False,169,0.09158478747810837,0.1171233794192768,0.32742032640748164,0.03120929487710874,0.07876390218734741,0.1846223294734955,0.22647944688796995,0.552894983506767,0.5841042783838757,0.5,0.6863905325443787,0.5512361743656474,0.7114093959731543,0.9137931034482759,0.18867924528301888,0.8,106,10,43,10,0.01371788600659187,0.0428545721007522
fi_v2_mag_bert_text_audio,answer_length,medium_31_60_words,False,1664,0.10602731611624432,0.13315507852321706,0.42294303144244894,0.009622411544954117,0.08977073431015015,0.21818324029445652,0.262961833178997,0.5106993611037839,0.520321772648738,0.5,0.6412259615384616,0.6312874391068224,0.6505324298160697,0.7400881057268722,0.5224867724867724,0.6924265842349304,672,395,361,236,0.017730274936524102,0.024121967786833537
fi_v2_mag_bert_text_audio,answer_length,short_1_30_words,False,166,0.10635935073067625,0.138140047268835,0.3191200637703229,-0.02238162869520216,0.07773996889591217,0.2370525598526001,0.2651076316833496,0.39680216239249133,0.37442053369728917,0.5,0.7831325301204819,0.5207555970149254,0.3,0.09375,0.9477611940298507,0.14285714285714285,3,127,7,29,0.01908267265943597,0.0377740057701447
fi_v2_mag_bert_text_audio,transcript_confidence,high_0.85_plus,False,677,0.10124388434532122,0.13013643398787864,0.44216440672918716,0.002586950893284123,0.08036559820175171,0.21839405298233033,0.26797879040241207,0.5371692041911879,0.539756155084472,0.5,0.6765140324963073,0.6358994283177,0.7100840336134454,0.8066825775656324,0.46511627906976744,0.7553072625698324,338,120,138,81,0.016935491451081496,0.01997733357715995
fi_v2_mag_bert_text_audio,transcript_confidence,low_below_0.75,False,195,0.10507373777337563,0.13143221663778215,0.45717664462959473,0.00904207380536275,0.0898597240447998,0.20736620426177976,0.25013712644577024,0.43537023589015006,0.4444123096955128,0.5,0.676923076923077,0.6365438432835822,0.53125,0.5074626865671642,0.765625,0.5190839694656488,34,98,30,33,0.017274427570320897,0.0342221272488435
fi_v2_mag_bert_text_audio,transcript_confidence,medium_0.75_to_0.85,False,1127,0.1069489323468788,0.13373145428600428,0.424458149871174,0.012472176694616133,0.09220302104949951,0.2196316361427307,0.26129321157932284,0.497383674188536,0.5098558508831522,0.5,0.6415261756876663,0.6406390752464645,0.6273006134969326,0.7175438596491228,0.5637342908438061,0.6693944353518821,409,314,243,161,0.017884101865449652,0.03076256986148826
fi_v2_mag_bert_text_audio,label_range,high_0.67_to_1.0,False,258,0.14840190378270407,0.1681911500669967,0.1488709138084372,-0.1479647041753281,0.13260486721992493,0.2553514659404755,0.28656676709651946,0.7329928276612777,0.5850281234859496,0.5,0.872093023255814,0.436046511627907,1.0,0.872093023255814,0.0,0.9316770186335404,225,0,0,33,0.028288262960859005,0.14796470417532812
fi_v2_mag_bert_text_audio,label_range,low_0_to_0.33,False,247,0.18153413056362014,0.21044578961009153,0.06304151820782002,0.17638995857373904,0.17254582047462463,0.3320805341005325,0.3641131572425365,0.25744447256872044,0.4338344311424595,0.5,0.7206477732793523,0.3603238866396761,0.0,0.0,0.7206477732793523,0.0,0,178,69,0,0.04428743036461491,0.1778032659036428
fi_v2_mag_bert_text_audio,label_range,middle_0.33_to_0.67,False,1494,0.08462939350560328,0.10589029946164556,0.3092259603143179,0.008150794639325684,0.07098673284053802,0.17388699054718018,0.20975284427404395,0.5062993398831391,0.5144501345224649,0.5,0.6091030789825971,0.6026812721458819,0.6191536748329621,0.6967418546365914,0.5086206896551724,0.6556603773584906,556,354,342,242,0.011212755520076974,0.05214521151230514
fi_v2_mag_bert,visual_quality,good,False,1991,0.09467747705716814,0.11928186079625903,0.5966062213555353,0.015829720624663136,0.07912665605545044,0.19810301065444946,0.23226216435432434,0.5055412902327892,0.5213710108574523,0.5,0.7086891009542943,0.704210211852392,0.7031650983746792,0.7791469194312797,0.6292735042735043,0.7392086330935252,822,589,347,233,0.014228162315018118,0.022998945953138252
fi_v2_mag_bert,visual_quality,low_quality,True,8,0.14719797298312187,0.17537179933331576,0.11722954178054772,0.11049246415495872,0.13095861673355103,0.25608892291784285,0.29633949473500243,0.3224298991262913,0.43292236328125,0.5,0.5,0.2857142857142857,0.0,0.0,0.5714285714285714,0.0,0,4,3,1,0.030755268001404767,0.14719797298312187
fi_v2_mag_bert,answer_length,long_61_plus_words,False,169,0.08768863640946044,0.11389249855986469,0.43486481249097064,0.03362180874545193,0.07621753215789795,0.19404661655426028,0.20673828125,0.552894983506767,0.586516792252219,0.5,0.7159763313609467,0.5881587508132726,0.7297297297297297,0.9310344827586207,0.24528301886792453,0.8181818181818181,108,13,40,8,0.01297150122820878,0.03748744717363774
fi_v2_mag_bert,answer_length,medium_31_60_words,False,1664,0.09538848031213722,0.11978287023181908,0.5789803891291133,0.016319259313884407,0.07898406684398651,0.19987451434135436,0.23207428231835361,0.5106993611037839,0.5270186204176682,0.5,0.6953125,0.6873790877094842,0.699502487562189,0.7742290748898678,0.6005291005291006,0.734971249346576,703,454,302,205,0.014347936000972809,0.02096548632387288
fi_v2_mag_bert,answer_length,short_1_30_words,False,166,0.09719656513308186,0.12289588354753535,0.48262152545526876,-0.002629034333379872,0.08475673198699951,0.18845374137163162,0.24599961936473846,0.39680216239249133,0.3941731280591114,0.5,0.8253012048192772,0.6420242537313433,0.5789473684210527,0.34375,0.9402985074626866,0.4313725490196078,11,126,8,21,0.015103398192929371,0.03167019409677352
fi_v2_mag_bert,transcript_confidence,high_0.85_plus,False,677,0.09172542792149273,0.11718720600617505,0.5896961067237857,0.012513593306965807,0.07621753215789795,0.1942501366138458,0.22476497888565053,0.5371692041911879,0.5496827974981536,0.5,0.723781388478582,0.684510924867255,0.7416666666666667,0.8496420047732697,0.5193798449612403,0.7919911012235819,356,134,124,63,0.013732841251533708,0.01917858273781385
fi_v2_mag_bert,transcript_confidence,low_below_0.75,False,195,0.10006982636375306,0.12759875660295097,0.5182323346095555,0.022163693396708904,0.08382466435432434,0.21874452829360957,0.25317155122756907,0.43537023589015006,0.457533929286859,0.5,0.6923076923076923,0.666044776119403,0.5492957746478874,0.582089552238806,0.75,0.5652173913043479,39,96,32,28,0.016281442686619126,0.0321562351133579
fi_v2_mag_bert,transcript_confidence,medium_0.75_to_0.85,False,1127,0.09589060315963116,0.11953139226740951,0.5791725556288817,0.017397773376903177,0.08110946416854858,0.19749790281057356,0.23202328234910966,0.497383674188536,0.5147814475654392,0.5,0.7009760425909495,0.7004141862735834,0.6876006441223832,0.7491228070175439,0.651705565529623,0.7170445004198154,427,363,194,143,0.014287753737385325,0.024572198170947083
fi_v2_mag_bert,label_range,high_0.67_to_1.0,False,258,0.11832799860673357,0.13959571114627423,0.24763242523350915,-0.11682636539141338,0.11070522665977478,0.22171050310134888,0.2656037777662277,0.7329928276612777,0.6161664622698644,0.5,0.9341085271317829,0.46705426356589147,1.0,0.9341085271317829,0.0,0.965931863727455,241,0,0,17,0.019486962570434033,0.11682636539141335
fi_v2_mag_bert,label_range,low_0_to_0.33,False,247,0.14894464587875705,0.17532704044209194,0.21930272487836705,0.14230664237308116,0.13846424221992493,0.27869907319545745,0.32280091010034084,0.25744447256872044,0.3997511149418016,0.5,0.854251012145749,0.4271255060728745,0.0,0.0,0.854251012145749,0.0,0,211,36,0,0.03073957111018294,0.14461846354036678
fi_v2_mag_bert,label_range,middle_0.33_to_0.67,False,1494,0.0819026033682038,0.10333787691081378,0.4060829327580908,0.018334923080172406,0.06793954968452454,0.16979568898677827,0.20689628869295112,0.5062993398831391,0.5246342629633116,0.5,0.6445783132530121,0.6384603750756201,0.6491620111731844,0.7280701754385965,0.5488505747126436,0.6863555818074425,581,382,314,217,0.010678716804434501,0.05242359137519134
fi_v2_mag_bert_text_visual,visual_quality,good,False,1991,0.097123203221905,0.12200921363299157,0.5453335915085881,0.010921709280646308,0.0802789032459259,0.20120835304260254,0.23899199441075325,0.5055412902327892,0.5164629995134354,0.5,0.6855851330989452,0.678131202657269,0.6695652173913044,0.8028436018957346,0.5534188034188035,0.7301724137931035,847,518,418,208,0.014886248211340974,0.015247890678019646
fi_v2_mag_bert_text_visual,visual_quality,low_quality,True,8,0.1384548284113407,0.1609022313911376,0.2102440550294259,0.10655569657683372,0.14709585905075073,0.2186765283346176,0.2528530240058898,0.3224298991262913,0.428985595703125,0.5,0.625,0.35714285714285715,0.0,0.0,0.7142857142857143,0.0,0,5,2,1,0.025889528066647183,0.10655569657683371
fi_v2_mag_bert_text_visual,answer_length,long_61_plus_words,False,169,0.0851628059995245,0.10640423729186338,0.4238878378149293,0.010385110797966725,0.07531851530075073,0.16938063502311712,0.1879818797111511,0.552894983506767,0.5632800943047337,0.5,0.6982248520710059,0.575227716330514,0.7241379310344828,0.9051724137931034,0.24528301886792453,0.8045977011494252,105,13,40,11,0.01132186171366317,0.01331282675971648
fi_v2_mag_bert_text_visual,answer_length,medium_31_60_words,False,1664,0.09801731637652175,0.1230881251184435,0.5215372386225223,0.011067374853435187,0.08181677758693695,0.20534234941005708,0.24106512591242776,0.5106993611037839,0.521766735957219,0.5,0.6712740384615384,0.6581561895438548,0.6648401826484018,0.801762114537445,0.5145502645502645,0.72690963554668,728,389,367,180,0.0151506865451736,0.014420294818522153
fi_v2_mag_bert_text_visual,answer_length,short_1_30_words,False,166,0.10232896131115506,0.12804130010798873,0.422496864581687,0.014616706442222538,0.08024013042449951,0.2009984627366066,0.24649189785122871,0.39680216239249133,0.41141886883471385,0.5,0.8132530120481928,0.6702425373134329,0.5185185185185185,0.4375,0.9029850746268657,0.47457627118644063,14,121,13,18,0.01639457453334403,0.03341794047639313
fi_v2_mag_bert_text_visual,transcript_confidence,high_0.85_plus,False,677,0.09511800843842624,0.11993307919228115,0.538653676608507,-0.0007017351180711208,0.07741767168045044,0.19096450209617613,0.23497827053070053,0.5371692041911879,0.5364674690731167,0.5,0.7001477104874446,0.6490351704871324,0.7125984251968503,0.863961813842482,0.43410852713178294,0.7810140237324702,362,112,146,57,0.014383943484541981,0.011637274021808275
fi_v2_mag_bert_text_visual,transcript_confidence,low_below_0.75,False,195,0.10575849580077025,0.1308131084222236,0.4803925676514632,0.03399887969478583,0.0871148407459259,0.20780381560325623,0.24605005532503124,0.43537023589015006,0.4693691155849359,0.5,0.717948717948718,0.706914645522388,0.5769230769230769,0.6716417910447762,0.7421875,0.6206896551724138,45,95,33,22,0.017112069335084426,0.045448542691958256
fi_v2_mag_bert_text_visual,transcript_confidence,medium_0.75_to_0.85,False,1127,0.09712700785105484,0.12198758120399222,0.5275676630810857,0.014589939560632105,0.08132392168045044,0.2038035750389099,0.24084403365850454,0.497383674188536,0.5119736137491682,0.5,0.6708074534161491,0.66962738983905,0.6461086637298091,0.7719298245614035,0.5673249551166966,0.7034372501998403,440,316,241,130,0.014880969968000595,0.017567554668927482
fi_v2_mag_bert_text_visual,label_range,high_0.67_to_1.0,False,258,0.15159144720365836,0.1648669622993907,0.25977754539811715,-0.15147446223007616,0.14980193972587585,0.2393520534038544,0.26591704785823816,0.7329928276612777,0.5815183654312015,0.5,0.9302325581395349,0.46511627906976744,1.0,0.9302325581395349,0.0,0.963855421686747,240,0,0,18,0.027181115257828722,0.15147446223007618
fi_v2_mag_bert_text_visual,label_range,low_0_to_0.33,False,247,0.16892945271754553,0.1919585404656823,0.1887383077083196,0.16596159556134027,0.16693058609962463,0.2846497118473053,0.3158212222158909,0.25744447256872044,0.4234060681300607,0.5,0.8016194331983806,0.4008097165991903,0.0,0.0,0.8016194331983806,0.0,0,198,49,0,0.03684808125771499,0.1676031361948623
fi_v2_mag_bert_text_visual,label_range,middle_0.33_to_0.67,False,1494,0.0760667791447965,0.09586997764967906,0.3675848199187853,0.013845693374892954,0.06319819390773773,0.1586756557226181,0.18660580068826663,0.5062993398831391,0.5201450332580321,0.5,0.6238286479250335,0.6138028260305937,0.6206543967280164,0.7606516290726817,0.46695402298850575,0.6835585585585586,607,325,371,191,0.009191052614549961,0.04036872571650915
fi_v2_text_baseline,visual_quality,good,False,1991,0.10904490515133174,0.13773489767621225,0.3440817301777003,0.018146113631475037,0.09241750836372375,0.22508394718170166,0.27284882962703705,0.5055412902327892,0.5236874038642642,0.5,0.6243093922651933,0.6160934905010734,0.6196414653156664,0.7535545023696683,0.47863247863247865,0.6800684345594525,795,448,488,260,0.01897090203787666,0.01815817185917552
fi_v2_text_baseline,visual_quality,low_quality,True,8,0.14670969173312187,0.16688613852382594,0.2806644737297061,0.12184500321745872,0.13510902225971222,0.2289060205221176,0.26504784822463984,0.3224298991262913,0.44427490234375,0.5,0.625,0.35714285714285715,0.0,0.0,0.7142857142857143,0.0,0,5,2,1,0.027850983231393622,0.12184500321745872
fi_v2_text_baseline,answer_length,long_61_plus_words,False,169,0.09724950182014669,0.1222837663738294,0.1403414902255739,0.02713546906349927,0.08228224515914917,0.19568942785263066,0.2430445194244384,0.552894983506767,0.5800304525702663,0.5,0.6863905325443787,0.5153708523096943,0.6932515337423313,0.9741379310344828,0.05660377358490566,0.8100358422939069,113,3,50,3,0.01495331951856929,0.03131587327232019
fi_v2_text_baseline,answer_length,medium_31_60_words,False,1664,0.11041976553790916,0.1393718620166751,0.28493566544291776,0.01576260695135436,0.09387777745723724,0.22661999613046646,0.274518908560276,0.5106993611037839,0.5264619680551382,0.5,0.6033653846153846,0.5895100575717316,0.6129326047358834,0.7411894273127754,0.43783068783068785,0.67098703888335,673,331,425,235,0.01942451592199512,0.016875651067284007
